,Unnamed: 0,Datetime,Text,TextCleaned,flag,Language,FilteredTweet,TokenizedTweet,LemmatizedTweet,ToxicityScore
1374,1464,2020-05-13,"Can we talk about how many Corrections Officers have contracted COVID-19 and died from it? And the fact they’re forced to work in conditions that aren’t safe for their health?

The #BlueLivesMatter crowd don’t seem to care about them.",talk many corrections officers contracted covid died fact they’re forced work conditions aren’t safe health crowd don’t seem care ,1,en,"['talk', 'many', 'corrections', 'officers', 'contracted', 'covid', 'died', 'fact', 'forced', 'work', 'conditions', 'safe', 'health', 'crowd', 'seem', 'care']","[('talk', 'NN'), ('many', 'JJ'), ('corrections', 'NNS'), ('officers', 'NNS'), ('contracted', 'VBD'), ('covid', 'JJ'), ('died', 'VBN'), ('fact', 'NN'), ('forced', 'VBN'), ('work', 'NN'), ('conditions', 'NNS'), ('safe', 'JJ'), ('health', 'NN'), ('crowd', 'NN'), ('seem', 'VBP'), ('care', 'NN')]", talk many correction officer contract covid die fact force work condition safe health crowd seem care,0.15571052
1375,1465,2020-05-13,A great tribute from Buzz Aldrin -- remember to thank your cops/bobbies for all they do! #NationalPoliceWeek #BlueLivesMatter https://t.co/068oJHpS0K,great tribute buzz aldrin remember thank copsbobbies ,1,en,"['great', 'tribute', 'buzz', 'aldrin', 'remember', 'thank', 'copsbobbies']","[('great', 'JJ'), ('tribute', 'NN'), ('buzz', 'NN'), ('aldrin', 'IN'), ('remember', 'NNP'), ('thank', 'NN'), ('copsbobbies', 'NNS')]", great tribute buzz aldrin remember thank copsbobbies,0.07755827
1376,1466,2020-05-13,UPDATE: A Model on ‘How to Win’: Mike Garcia Likely to Win Historic Key Battleground Race in California https://t.co/8CNLCVLsw8 #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update model ‘how win’ mike garcia likely win historic key battleground race california ,1,en,"['update', 'model', 'win', 'mike', 'garcia', 'likely', 'win', 'historic', 'key', 'battleground', 'race', 'california']","[('update', 'JJ'), ('model', 'NN'), ('win', 'VBP'), ('mike', 'NN'), ('garcia', 'NN'), ('likely', 'JJ'), ('win', 'NN'), ('historic', 'JJ'), ('key', 'NN'), ('battleground', 'NN'), ('race', 'NN'), ('california', 'NN')]", update model win mike garcia likely win historic key battleground race california,0.07490934
1377,1467,2020-05-13,UPDATE: Fox News: John Brennan Suppressed Intel Saying Russia Wanted Hillary Clinton to Win https://t.co/dCrpAyPIB8 #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update fox news john brennan suppressed intel saying russia wanted hillary clinton win ,1,en,"['update', 'fox', 'news', 'john', 'brennan', 'suppressed', 'intel', 'saying', 'russia', 'wanted', 'hillary', 'clinton', 'win']","[('update', 'JJ'), ('fox', 'JJ'), ('news', 'NN'), ('john', 'NN'), ('brennan', 'NN'), ('suppressed', 'VBD'), ('intel', 'NN'), ('saying', 'VBG'), ('russia', 'NN'), ('wanted', 'VBD'), ('hillary', 'JJ'), ('clinton', 'NN'), ('win', 'NN')]", update fox news john brennan suppress intel say russia want hillary clinton win,0.15311722
1378,1468,2020-05-13,UPDATE: Charles Hurt: Barack Obama’s Obsession with Gen. Michael Flynn https://t.co/1Rtxtnc9hd #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update charles hurt barack obama’s obsession gen michael flynn ,1,en,"['update', 'charles', 'hurt', 'barack', 'obama', 'obsession', 'gen', 'michael', 'flynn']","[('update', 'JJ'), ('charles', 'NNS'), ('hurt', 'VBP'), ('barack', 'JJ'), ('obama', 'JJ'), ('obsession', 'NN'), ('gen', 'NN'), ('michael', 'NN'), ('flynn', 'NN')]", update charles hurt barack obama obsession gen michael flynn,0.4161967
1379,1469,2020-05-13,UPDATE: Trump Halts Plans to Invest Federal Retirement Funds in Chinese Firms https://t.co/ngaeri24Jz #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update trump halts plans invest federal retirement funds chinese firms ,1,en,"['update', 'trump', 'halts', 'plans', 'invest', 'federal', 'retirement', 'funds', 'chinese', 'firms']","[('update', 'JJ'), ('trump', 'NN'), ('halts', 'NNS'), ('plans', 'VBZ'), ('invest', 'JJ'), ('federal', 'JJ'), ('retirement', 'NN'), ('funds', 'NNS'), ('chinese', 'JJ'), ('firms', 'NNS')]", update trump halt plan invest federal retirement fund chinese firm,0.07326279
1380,1470,2020-05-13,Link in Bio: Click on over to YouTube and Subscribe to Axle’s Garage #merica #jeepwrangler #jeeplife #axlesgarage #policelivesmatter #bluelivesmatter #trump #maga #nhpdadsclub #k5blazer  #chevelle #jeeptj… https://t.co/8RCP0oaYl2,link bio click youtube subscribe axle’s garage ,1,en,"['link', 'bio', 'click', 'youtube', 'subscribe', 'axle', 'garage']","[('link', 'NN'), ('bio', 'NN'), ('click', 'NN'), ('youtube', 'NN'), ('subscribe', 'NN'), ('axle', 'NN'), ('garage', 'NN')]", link bio click youtube subscribe axle garage,0.07109594
1381,1471,2020-05-13,"@SpeakerPelosi WILL I BE GETTING AN AWARD?? #HeroesAct
I FIRST COINED THE SET OF PHRASES #BlackLivesMatter© #AllLivesMatter© #BlueLivesMatter ..
I WAITED FOR YOU TO CEASE &amp; DESIST THE FRAUD! ✊TELL THE PEOPLE WHO GAVE TO MY #BLACKLIVESMATTER© THEY GET ALL OF THEIR MONEY BACK!! @BIDEN @OBAMAGATE",getting award first coined set phrases waited cease amp desist fraud tell people gave get money back ,1,en,"['getting', 'award', 'first', 'coined', 'set', 'phrases', 'waited', 'cease', 'amp', 'desist', 'fraud', 'tell', 'people', 'gave', 'get', 'money', 'back']","[('getting', 'VBG'), ('award', 'NN'), ('first', 'RB'), ('coined', 'VBD'), ('set', 'VBN'), ('phrases', 'NNS'), ('waited', 'VBD'), ('cease', 'NN'), ('amp', 'JJ'), ('desist', 'NN'), ('fraud', 'NN'), ('tell', 'VBP'), ('people', 'NNS'), ('gave', 'VBD'), ('get', 'VB'), ('money', 'NN'), ('back', 'RB')]", get award first coin set phrase wait cease amp desist fraud tell people give get money back,0.27310458
1382,1472,2020-05-13,If you believe #alllivesmatter or #bluelivesmatter is ACCEPTABLE you are ANTI-BLACK !!!!!!!!!!!!!!!!!!!!!!!!!!!!!,believe acceptable antiblack ,1,en,"['believe', 'acceptable', 'antiblack']","[('believe', 'VB'), ('acceptable', 'JJ'), ('antiblack', 'NN')]", believe acceptable antiblack,0.34929872
1383,1473,2020-05-13,“The wicked flee when no man pursueth; but the righteous are bold as a lion.” - Proverbs 28:1 #NationalPoliceWeek #ThinBlueLine #BackTheBlue #BlueLivesMatter https://t.co/8Sq7U0YGor,“the wicked flee man pursueth righteous bold lion” proverbs ,1,en,"['wicked', 'flee', 'man', 'pursueth', 'righteous', 'bold', 'lion', 'proverbs']","[('wicked', 'JJ'), ('flee', 'NN'), ('man', 'NN'), ('pursueth', 'VBZ'), ('righteous', 'JJ'), ('bold', 'JJ'), ('lion', 'NN'), ('proverbs', 'NN')]", wicked flee man pursueth righteous bold lion proverb,0.15288791
1384,1474,2020-05-13,"Glen Ridge Police Department (NJ)
 Police Officer Charles ""Rob"" Roberts, III
Glen Ridge Police Department, New Jersey
End of Watch Mond
 https://t.co/QQbQkjduAm

#thinblueline #lawenforcement #bluelivesmatter #cops #sheriff #policeofficer #cop #police #backtheblue",glen ridge police department nj police officer charles rob roberts iii glen ridge police department new jersey end watch mond ,1,en,"['glen', 'ridge', 'police', 'department', 'police', 'officer', 'charles', 'rob', 'roberts', 'iii', 'glen', 'ridge', 'police', 'department', 'new', 'jersey', 'end', 'watch', 'mond']","[('glen', 'VBN'), ('ridge', 'NN'), ('police', 'NN'), ('department', 'NN'), ('police', 'NN'), ('officer', 'NN'), ('charles', 'NNS'), ('rob', 'VBP'), ('roberts', 'NNS'), ('iii', 'VB'), ('glen', 'VBN'), ('ridge', 'JJ'), ('police', 'NN'), ('department', 'NN'), ('new', 'JJ'), ('jersey', 'JJ'), ('end', 'NN'), ('watch', 'NN'), ('mond', 'NN')]", glen ridge police department police officer charles rob robert iii glen ridge police department new jersey end watch mond,0.11187961
1385,1475,2020-05-13,"Going up in someone’s apt. &amp; shooting them can’t be protocol. How do you shoot a sleeping person?? &amp; the bad part is, #BreonnaTaylor wasn’t even the person they were looking for. Is this what y’all mean when you say #BlueLivesMatter?? 🤔 #BlackLivesMatter #Justice4Breonna",going someone’s apt amp shooting can’t protocol shoot sleeping person amp bad part wasn’t even person looking y’all mean say ,1,en,"['going', 'someone', 'apt', 'amp', 'shooting', 'protocol', 'shoot', 'sleeping', 'person', 'amp', 'bad', 'part', 'even', 'person', 'looking', 'mean', 'say']","[('going', 'VBG'), ('someone', 'NN'), ('apt', 'JJ'), ('amp', 'NN'), ('shooting', 'VBG'), ('protocol', 'NN'), ('shoot', 'NN'), ('sleeping', 'VBG'), ('person', 'NN'), ('amp', 'JJ'), ('bad', 'JJ'), ('part', 'NN'), ('even', 'RB'), ('person', 'NN'), ('looking', 'VBG'), ('mean', 'NNS'), ('say', 'VBP')]", go someone apt amp shoot protocol shoot sleep person amp bad part even person look mean say,0.35466555
1386,1476,2020-05-13,UPDATE: Dennis Rodman describes wild night of ‘hotties and vodka’ with Kim Jong Un https://t.co/y8coGeO0K8 #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update dennis rodman describes wild night ‘hotties vodka’ kim jong un ,1,en,"['update', 'dennis', 'rodman', 'describes', 'wild', 'night', 'hotties', 'vodka', 'kim', 'jong']","[('update', 'JJ'), ('dennis', 'NN'), ('rodman', 'NN'), ('describes', 'VBZ'), ('wild', 'JJ'), ('night', 'NN'), ('hotties', 'NNS'), ('vodka', 'VBP'), ('kim', 'NN'), ('jong', 'NN')]", update dennis rodman describe wild night hotties vodka kim jong,0.18478113
1387,1477,2020-05-13,UPDATE: AOC removed from union-backed progressive party ballot line in New York https://t.co/36JhTI8Soi #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update aoc removed unionbacked progressive party ballot line new york ,1,en,"['update', 'aoc', 'removed', 'unionbacked', 'progressive', 'party', 'ballot', 'line', 'new', 'york']","[('update', 'JJ'), ('aoc', 'NN'), ('removed', 'VBD'), ('unionbacked', 'JJ'), ('progressive', 'JJ'), ('party', 'NN'), ('ballot', 'NN'), ('line', 'NN'), ('new', 'JJ'), ('york', 'NN')]", update aoc remove unionbacked progressive party ballot line new york,0.102941245
1388,1478,2020-05-13,UPDATE: Gregg Jarrett: Flynn judge wrong to allow anti-Trump former Watergate prosecutors to interfere in case https://t.co/DsAwyz1Zrk #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update gregg jarrett flynn judge wrong allow antitrump former watergate prosecutors interfere case ,1,en,"['update', 'gregg', 'jarrett', 'flynn', 'judge', 'wrong', 'allow', 'antitrump', 'former', 'watergate', 'prosecutors', 'interfere', 'case']","[('update', 'JJ'), ('gregg', 'NN'), ('jarrett', 'NN'), ('flynn', 'NN'), ('judge', 'NN'), ('wrong', 'JJ'), ('allow', 'JJ'), ('antitrump', 'NN'), ('former', 'JJ'), ('watergate', 'NN'), ('prosecutors', 'NNS'), ('interfere', 'VBP'), ('case', 'NN')]", update gregg jarrett flynn judge wrong allow antitrump former watergate prosecutor interfere case,0.1690119
1389,1479,2020-05-13,"UPDATE: GOP poised to retake Katie Hill’s California seat, as Trump-backed candidate wins big in Wisconsin https://t.co/zWVdMiN574 #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions",update gop poised retake katie hill’s california seat trumpbacked candidate wins big wisconsin ,1,en,"['update', 'gop', 'poised', 'retake', 'katie', 'hill', 'california', 'seat', 'trumpbacked', 'candidate', 'wins', 'big', 'wisconsin']","[('update', 'JJ'), ('gop', 'NN'), ('poised', 'VBD'), ('retake', 'VB'), ('katie', 'NNS'), ('hill', 'VB'), ('california', 'JJ'), ('seat', 'NN'), ('trumpbacked', 'VBD'), ('candidate', 'NN'), ('wins', 'NNS'), ('big', 'JJ'), ('wisconsin', 'NN')]", update gop poise retake katie hill california seat trumpbacked candidate win big wisconsin,0.13378471
1390,1480,2020-05-13,#1800COPLINE #CopLine We’re ALWAYS here for YOU! #AnOfficersLifeline #NationalPoliceWeek2020 #Anonymous #Resiliency #Trauma #NoStigma #NoJudgement #Confidential #BlueLivesMatter #StopSuicides #ThinBlueLine #PTSD #Police #Hotline #MentalHealth #Stress #COVID19 #NationalPoliceWeek https://t.co/4dh9J5BeVW,we’re always ,1,en,['always'],"[('always', 'RB')]", always,0.052588534
1391,1481,2020-05-13,UPDATE: Manafort released to home confinement due to coronavirus concerns | TheHill https://t.co/BYEsXbd78j #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update manafort released home confinement due coronavirus concerns thehill ,1,en,"['update', 'manafort', 'released', 'home', 'confinement', 'due', 'coronavirus', 'concerns', 'thehill']","[('update', 'JJ'), ('manafort', 'NN'), ('released', 'VBD'), ('home', 'NN'), ('confinement', 'NN'), ('due', 'JJ'), ('coronavirus', 'NN'), ('concerns', 'NNS'), ('thehill', 'VB')]", update manafort release home confinement due coronavirus concern thehill,0.06954669
1392,1482,2020-05-13,UPDATE: The Hill’s Morning Report – Presented by The American Investment Council – Pelosi touts $3T bill as Fauci stresses go-slow openings | TheHill https://t.co/dJ7zCB1rVO #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update hill’s morning report – presented american investment council – pelosi touts bill fauci stresses goslow openings thehill ,1,en,"['update', 'hill', 'morning', 'report', 'presented', 'american', 'investment', 'council', 'pelosi', 'touts', 'bill', 'fauci', 'stresses', 'goslow', 'openings', 'thehill']","[('update', 'JJ'), ('hill', 'NN'), ('morning', 'NN'), ('report', 'NN'), ('presented', 'VBD'), ('american', 'JJ'), ('investment', 'NN'), ('council', 'NN'), ('pelosi', 'VBP'), ('touts', 'NNS'), ('bill', 'NN'), ('fauci', 'VBP'), ('stresses', 'NNS'), ('goslow', 'JJ'), ('openings', 'NNS'), ('thehill', 'NN')]", update hill morning report present american investment council pelosi tout bill fauci stress goslow opening thehill,0.07255917
1393,1483,2020-05-13,"@jetcupcake I can't remember where it happened but a whole police department apparently triggered the community for wearing donated #BlueLivesMatter flag masks. 

We're living in sad times.",cant remember happened whole police department apparently triggered community wearing donated flag masks living sad times ,1,en,"['cant', 'remember', 'happened', 'whole', 'police', 'department', 'apparently', 'triggered', 'community', 'wearing', 'donated', 'flag', 'masks', 'living', 'sad', 'times']","[('cant', 'JJ'), ('remember', 'NN'), ('happened', 'VBD'), ('whole', 'JJ'), ('police', 'NN'), ('department', 'NN'), ('apparently', 'RB'), ('triggered', 'VBN'), ('community', 'NN'), ('wearing', 'VBG'), ('donated', 'JJ'), ('flag', 'NN'), ('masks', 'NNS'), ('living', 'VBG'), ('sad', 'JJ'), ('times', 'NNS')]", cant remember happen whole police department apparently trigger community wear donated flag mask live sad time,0.10432085
1394,1484,2020-05-13,@Billyeyelash8 @WeWuzBoomers I always root for the police #BlueLivesMatter,always root police ,1,en,"['always', 'root', 'police']","[('always', 'RB'), ('root', 'NN'), ('police', 'NN')]", always root police,0.43061805
1395,1485,2020-05-13,Prayers 🙏🏼💙 #BlueLivesMatter #BackTheBlue https://t.co/iLh7QXyUS0,prayers ,1,en,['prayers'],"[('prayers', 'NNS')]", prayer,0.03562749
1396,1486,2020-05-13,Here at @tps_cyber it hasn't been the usual sights and sounds at work...but we are business as usual supporting @cityoftoronto and @TorontoPolice in #cyber related and cyber enabled incidents #bluelivesmatter #PoliceAppreciationWeek https://t.co/CBN6OW80SL,hasnt usual sights sounds workbut business usual supporting related cyber enabled incidents ,1,en,"['hasnt', 'usual', 'sights', 'sounds', 'workbut', 'business', 'usual', 'supporting', 'related', 'cyber', 'enabled', 'incidents']","[('hasnt', 'JJ'), ('usual', 'JJ'), ('sights', 'NNS'), ('sounds', 'VBZ'), ('workbut', 'JJ'), ('business', 'NN'), ('usual', 'JJ'), ('supporting', 'NN'), ('related', 'JJ'), ('cyber', 'NN'), ('enabled', 'VBD'), ('incidents', 'NNS')]", hasnt usual sight sound workbut business usual supporting related cyber enable incident,0.10774004
1397,1487,2020-05-13,"UPDATE: House Democrats float $3 trillion coronavirus bill, Republicans reject it https://t.co/1nnjHqagzD #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions",update house democrats float trillion coronavirus bill republicans reject ,1,en,"['update', 'house', 'democrats', 'float', 'trillion', 'coronavirus', 'bill', 'republicans', 'reject']","[('update', 'JJ'), ('house', 'NN'), ('democrats', 'NNS'), ('float', 'VBP'), ('trillion', 'CD'), ('coronavirus', 'NNS'), ('bill', 'NN'), ('republicans', 'VBZ'), ('reject', 'VBP')]", update house democrat float trillion coronavirus bill republicans reject,0.15738562
1398,1488,2020-05-13,UPDATE: Factbox: New U.S. House coronavirus bill contains $3 trillion plus in aid https://t.co/LtQjj6rC4V #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update factbox new us house coronavirus bill contains trillion plus aid ,1,en,"['update', 'factbox', 'new', 'house', 'coronavirus', 'bill', 'contains', 'trillion', 'plus', 'aid']","[('update', 'JJ'), ('factbox', 'VBD'), ('new', 'JJ'), ('house', 'NN'), ('coronavirus', 'NN'), ('bill', 'NN'), ('contains', 'VBZ'), ('trillion', 'CD'), ('plus', 'CC'), ('aid', 'NN')]", update factbox new house coronavirus bill contain trillion plus aid,0.106374525
